#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
WAPL	XP_005568621.1	9541.XP_005565313.1	9541.XP_005568621.1	0	0	0	0	0.064	0.600	0.482	0.499	0.889
WAPL	SMC1B	9541.XP_005565313.1	9541.XP_005567069.1	0	0	0	0	0.114	0.667	0.495	0.385	0.896
WAPL	STAG2	9541.XP_005565313.1	9541.XP_005594569.1	0	0	0	0	0.095	0.829	0.503	0.588	0.964
WAPL	SMC1A	9541.XP_005565313.1	9541.XP_005593702.1	0	0	0	0	0.114	0.836	0.495	0.612	0.967
WAPL	PDS5B	9541.XP_005565313.1	9541.XP_005585665.1	0	0	0	0	0.305	0.933	0.599	0.832	0.996
WAPL	SMC3	9541.XP_005565313.1	9541.XP_005566468.1	0	0	0	0	0.106	0.892	0.561	0.920	0.996
WRN	ASPM	9541.XP_005563073.1	9541.XP_005540367.1	0	0	0	0	0.519	0	0	0.058	0.527
WRN	CDK18	9541.XP_005563073.1	9541.XP_005540653.1	0	0	0	0	0.108	0.279	0.175	0.203	0.520
WRN	PLK3	9541.XP_005563073.1	9541.XP_005543618.1	0	0	0	0	0.105	0.206	0	0.238	0.411
WRN	TOP2B	9541.XP_005563073.1	9541.XP_005545688.1	0.092	0	0	0	0.163	0.522	0	0.423	0.762
WRN	SMC4	9541.XP_005563073.1	9541.XP_005546302.1	0.052	0	0	0	0.635	0.190	0	0.277	0.770
WRN	MCM7	9541.XP_005563073.1	9541.XP_005549212.1	0	0	0	0	0.662	0.215	0	0.332	0.807
WRN	CDK14	9541.XP_005563073.1	9541.XP_005550323.1	0	0	0	0	0.108	0.279	0.175	0.203	0.520
WRN	MCM9	9541.XP_005563073.1	9541.XP_005551740.1	0	0	0	0	0.663	0.128	0	0.388	0.804
WRN	MCM3	9541.XP_005563073.1	9541.XP_005552813.1	0	0	0	0	0.673	0.150	0	0.181	0.752
WRN	HIST1H2BM	9541.XP_005563073.1	9541.XP_005554278.1	0	0	0	0	0.089	0.540	0.374	0.239	0.773
WRN	NCAPG	9541.XP_005563073.1	9541.XP_005554603.1	0	0	0	0	0.644	0.072	0	0	0.655
WRN	RFC1	9541.XP_005563073.1	9541.XP_005554748.1	0	0	0	0	0.181	0.505	0.596	0.206	0.852
WRN	PLK4	9541.XP_005563073.1	9541.XP_005555946.1	0	0	0	0	0.105	0.206	0	0.238	0.411
WRN	SMARCA5	9541.XP_005563073.1	9541.XP_005556048.1	0.058	0	0	0	0.103	0.404	0	0.114	0.494
WRN	PLK2	9541.XP_005563073.1	9541.XP_005557003.1	0	0	0	0	0.105	0.206	0	0.238	0.411
WRN	RAD50	9541.XP_005563073.1	9541.XP_005557789.1	0.115	0	0	0	0.099	0.635	0.623	0.541	0.940
WRN	XP_005557913.1	9541.XP_005563073.1	9541.XP_005557913.1	0	0	0	0	0.108	0.279	0.175	0.230	0.536
WRN	KIF20A	9541.XP_005563073.1	9541.XP_005557943.1	0	0	0	0	0.466	0.055	0	0.043	0.474
WRN	KIF23	9541.XP_005563073.1	9541.XP_005559975.1	0	0	0	0	0.466	0.055	0	0.043	0.474
WRN	PLK1	9541.XP_005563073.1	9541.XP_005575426.1	0	0	0	0	0.105	0.206	0	0.238	0.411
WRN	SMC2	9541.XP_005563073.1	9541.XP_005581210.1	0.052	0	0	0	0.195	0.190	0	0.168	0.416
WRN	PLK5	9541.XP_005563073.1	9541.XP_005588682.1	0	0	0	0	0.105	0.206	0	0.315	0.470
WRN	AURKC	9541.XP_005563073.1	9541.XP_005590555.1	0	0	0	0	0.162	0.365	0	0.091	0.474
WRN	SMC3	9541.XP_005563073.1	9541.XP_005566468.1	0.052	0	0	0	0.165	0.190	0	0.289	0.483
WRN	SMC1A	9541.XP_005563073.1	9541.XP_005593702.1	0.052	0	0	0	0.153	0.190	0	0.309	0.490
WRN	CDK2	9541.XP_005563073.1	9541.XP_005571205.1	0	0	0	0	0.108	0.279	0.175	0.203	0.520
WRN	CDK17	9541.XP_005563073.1	9541.XP_005571975.1	0	0	0	0	0.108	0.279	0.175	0.203	0.520
WRN	CDK15	9541.XP_005563073.1	9541.XP_005573997.1	0	0	0	0	0.108	0.279	0.175	0.203	0.520
WRN	NDC80	9541.XP_005563073.1	9541.XP_005587142.1	0	0	0	0	0.512	0	0	0.069	0.526
WRN	NCAPH	9541.XP_005563073.1	9541.XP_005575043.1	0	0	0	0	0.535	0.092	0	0	0.559
WRN	AURKB	9541.XP_005563073.1	9541.XP_005582896.1	0	0	0	0	0.162	0.493	0	0.091	0.580
WRN	AURKA	9541.XP_005563073.1	9541.XP_005569450.1	0	0	0	0	0.162	0.493	0	0.091	0.580
WRN	CDK1	9541.XP_005563073.1	9541.XP_005565839.1	0	0	0	0	0.108	0.279	0.175	0.317	0.589
WRN	KIF11	9541.XP_005563073.1	9541.XP_005566011.1	0	0	0	0	0.578	0.053	0	0.074	0.597
WRN	ESPL1	9541.XP_005563073.1	9541.XP_005571050.1	0	0	0	0	0.653	0	0	0.148	0.691
WRN	MCM6	9541.XP_005563073.1	9541.XP_005573099.1	0	0	0	0	0.583	0.128	0	0.236	0.697
WRN	MCMDC2	9541.XP_005563073.1	9541.XP_005563516.1	0	0	0	0	0.583	0.128	0	0.236	0.697
WRN	MCM8	9541.XP_005563073.1	9541.XP_005568447.1	0	0	0	0	0.583	0.128	0	0.236	0.697
WRN	NSMCE2	9541.XP_005563073.1	9541.XP_005564110.1	0	0	0	0	0.064	0.492	0	0.477	0.729
WRN	POLA2	9541.XP_005563073.1	9541.XP_005577355.1	0	0	0	0	0.621	0.121	0	0.283	0.740
WRN	MCM5	9541.XP_005563073.1	9541.XP_005567519.1	0	0	0	0	0.693	0.150	0	0.149	0.758
WRN	TOP2A	9541.XP_005563073.1	9541.XP_005584155.1	0.092	0	0	0	0.163	0.522	0	0.423	0.762
WRN	CDC6	9541.XP_005563073.1	9541.XP_005584144.1	0.054	0	0	0	0.647	0.069	0	0.328	0.763
WRN	SMC5	9541.XP_005563073.1	9541.XP_005581952.1	0.052	0	0	0	0.162	0.353	0	0.595	0.764
WRN	SMC6	9541.XP_005563073.1	9541.XP_005576553.1	0.052	0	0	0	0.114	0.499	0	0.508	0.765
WRN	CHTF18	9541.XP_005563073.1	9541.XP_005590877.1	0	0	0	0	0.650	0.126	0	0.401	0.800
WRN	MCM2	9541.XP_005563073.1	9541.XP_005571855.1	0	0	0	0	0.663	0.128	0	0.388	0.804
WRN	LIG1	9541.XP_005563073.1	9541.XP_005589781.1	0.043	0	0	0	0.576	0.153	0	0.521	0.813
WRN	MCM4	9541.XP_005563073.1	9541.XP_005563340.1	0	0	0	0	0.653	0.369	0	0.279	0.828
WRN	CDC45	9541.XP_005563073.1	9541.XP_005568036.1	0	0	0	0	0.617	0.150	0	0.542	0.837
WRN	XP_005571462.1	9541.XP_005563073.1	9541.XP_005571462.1	0	0	0	0	0.181	0.505	0.596	0.206	0.852
WRN	POLA1	9541.XP_005563073.1	9541.XP_005593254.1	0	0	0	0	0.667	0.403	0.470	0.419	0.930
WRN	MSH6	9541.XP_005563073.1	9541.XP_005575994.1	0.068	0	0	0	0.368	0.665	0.122	0.685	0.935
WRN	POLD1	9541.XP_005563073.1	9541.XP_005590063.1	0	0	0	0	0.644	0.159	0.662	0.578	0.951
WRN	PCNA	9541.XP_005563073.1	9541.XP_005568461.1	0.111	0	0	0	0.610	0.861	0.662	0.404	0.988
XP_005549078.1	NUF2	9541.XP_005549078.1	9541.XP_005539887.1	0	0	0	0	0.348	0.154	0	0.260	0.556
XP_005549078.1	ASPM	9541.XP_005549078.1	9541.XP_005540367.1	0	0	0	0	0.621	0.138	0	0.145	0.696
XP_005549078.1	PLK3	9541.XP_005549078.1	9541.XP_005543618.1	0	0	0	0	0.162	0.145	0.339	0.171	0.554
XP_005549078.1	CDC20	9541.XP_005549078.1	9541.XP_005543737.1	0	0	0	0	0.389	0.123	0.298	0.124	0.626
XP_005549078.1	SMC4	9541.XP_005549078.1	9541.XP_005546302.1	0	0	0	0	0.626	0.119	0	0.388	0.780
XP_005549078.1	KIF15	9541.XP_005549078.1	9541.XP_005546914.1	0	0	0	0	0.176	0	0.472	0.173	0.608
XP_005549078.1	MKI67	9541.XP_005549078.1	9541.XP_005566801.1	0	0	0	0	0.297	0.195	0	0.066	0.425
XP_005549078.1	MCM4	9541.XP_005549078.1	9541.XP_005563340.1	0	0	0	0	0.447	0.054	0	0.042	0.455
XP_005549078.1	KIF18B	9541.XP_005549078.1	9541.XP_005584522.1	0	0	0	0.602	0	0	0.388	0.334	0.462
XP_005549078.1	MCM3	9541.XP_005549078.1	9541.XP_005552813.1	0	0	0	0	0.466	0.054	0	0	0.473
XP_005549078.1	ESPL1	9541.XP_005549078.1	9541.XP_005571050.1	0	0	0	0	0.381	0.064	0	0.186	0.487
XP_005549078.1	PLK4	9541.XP_005549078.1	9541.XP_005555946.1	0	0	0	0	0.162	0.145	0.339	0.100	0.516
XP_005549078.1	NCAPD2	9541.XP_005549078.1	9541.XP_005569965.1	0	0	0	0	0.510	0.068	0	0.042	0.524
XP_005549078.1	PLK2	9541.XP_005549078.1	9541.XP_005557003.1	0	0	0	0	0.162	0.145	0.339	0.171	0.554
XP_005549078.1	MCM7	9541.XP_005549078.1	9541.XP_005549212.1	0	0	0	0	0.548	0.054	0	0.049	0.557
XP_005549078.1	ZWILCH	9541.XP_005549078.1	9541.XP_005559924.1	0	0	0	0	0.162	0.353	0.138	0.173	0.561
XP_005549078.1	PLK1	9541.XP_005549078.1	9541.XP_005575426.1	0	0	0	0	0.162	0.145	0.339	0.227	0.584
XP_005549078.1	MCM5	9541.XP_005549078.1	9541.XP_005567519.1	0	0	0	0	0.579	0.054	0	0.049	0.588
XP_005549078.1	NCAPG	9541.XP_005549078.1	9541.XP_005554603.1	0	0	0	0	0.540	0.071	0	0.137	0.598
XP_005549078.1	POLA1	9541.XP_005549078.1	9541.XP_005593254.1	0	0	0	0	0.573	0	0	0.099	0.598
XP_005549078.1	AURKB	9541.XP_005549078.1	9541.XP_005582896.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
XP_005549078.1	AURKC	9541.XP_005549078.1	9541.XP_005590555.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
XP_005549078.1	AURKA	9541.XP_005549078.1	9541.XP_005569450.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
XP_005549078.1	MAD2L1	9541.XP_005549078.1	9541.XP_005555868.1	0	0	0	0	0.223	0.403	0	0.236	0.614
XP_005549078.1	XP_005549994.1	9541.XP_005549078.1	9541.XP_005549994.1	0	0	0	0	0.223	0.403	0	0.236	0.614
XP_005549078.1	KIF20A	9541.XP_005549078.1	9541.XP_005557943.1	0	0	0	0	0.193	0.054	0.472	0.187	0.628
XP_005549078.1	NCAPH	9541.XP_005549078.1	9541.XP_005575043.1	0	0	0	0	0.572	0.180	0	0.058	0.640
XP_005549078.1	PLK5	9541.XP_005549078.1	9541.XP_005588682.1	0	0	0	0	0.162	0.360	0.339	0.129	0.649
XP_005549078.1	SMC2	9541.XP_005549078.1	9541.XP_005581210.1	0	0	0	0	0.624	0.181	0	0.084	0.693
XP_005549078.1	BUB1B	9541.XP_005549078.1	9541.XP_005559212.1	0	0	0	0	0.388	0.359	0.187	0.236	0.723
XP_005549078.1	BUB1	9541.XP_005549078.1	9541.XP_005575307.1	0	0	0	0	0.465	0.359	0.298	0.236	0.791
XP_005549078.1	CENPE	9541.XP_005549078.1	9541.XP_005555637.1	0	0	0	0	0.324	0.088	0.458	0.529	0.821
XP_005549078.1	KIF4A	9541.XP_005549078.1	9541.XP_005593920.1	0	0	0	0	0.587	0	0.443	0.301	0.825
XP_005549078.1	KIF4B	9541.XP_005549078.1	9541.XP_005558430.1	0	0	0	0	0.587	0	0.443	0.301	0.825
XP_005549078.1	KIF23	9541.XP_005549078.1	9541.XP_005559975.1	0	0	0	0	0.572	0.054	0.476	0.333	0.839
XP_005549078.1	NDC80	9541.XP_005549078.1	9541.XP_005587142.1	0	0	0	0	0.592	0.496	0.138	0.245	0.848
XP_005549078.1	PRC1	9541.XP_005549078.1	9541.XP_005560582.1	0	0	0	0	0.516	0.493	0.187	0.407	0.865
XP_005549078.1	KIF11	9541.XP_005549078.1	9541.XP_005566011.1	0	0	0	0.589	0.663	0.379	0.487	0.435	0.902
XP_005549994.1	NUF2	9541.XP_005549994.1	9541.XP_005539887.1	0	0	0	0	0.676	0.216	0	0.301	0.806
XP_005549994.1	ASPM	9541.XP_005549994.1	9541.XP_005540367.1	0	0	0	0	0.677	0.124	0	0.229	0.762
XP_005549994.1	CDK18	9541.XP_005549994.1	9541.XP_005540653.1	0	0	0	0	0.466	0.125	0.304	0.228	0.715
XP_005549994.1	PLK3	9541.XP_005549994.1	9541.XP_005543618.1	0	0	0	0	0.650	0.374	0	0.301	0.833
XP_005549994.1	CDC20	9541.XP_005549994.1	9541.XP_005543737.1	0	0	0	0	0.691	0.851	0.497	0.620	0.990
XP_005549994.1	TOP2B	9541.XP_005549994.1	9541.XP_005545688.1	0	0	0	0	0.641	0	0	0.235	0.713
XP_005549994.1	SMC4	9541.XP_005549994.1	9541.XP_005546302.1	0	0	0	0	0.665	0.092	0	0.301	0.768
XP_005549994.1	ECT2	9541.XP_005549994.1	9541.XP_005546456.1	0	0	0	0	0.665	0	0	0.087	0.681
XP_005549994.1	KIF15	9541.XP_005549994.1	9541.XP_005546914.1	0	0	0	0	0.645	0.201	0	0.086	0.718
XP_005549994.1	XP_005549078.1	9541.XP_005549994.1	9541.XP_005549078.1	0	0	0	0	0.223	0.403	0	0.236	0.614
XP_005549994.1	MCM7	9541.XP_005549994.1	9541.XP_005549212.1	0	0	0	0	0.666	0.054	0	0.235	0.737
XP_005549994.1	NIPBL	9541.XP_005549994.1	9541.XP_005556789.1	0	0	0	0	0	0.403	0	0.112	0.447
XP_005549994.1	ESPL1	9541.XP_005549994.1	9541.XP_005571050.1	0	0	0	0	0.195	0.091	0	0.444	0.557
XP_005549994.1	MCMDC2	9541.XP_005549994.1	9541.XP_005563516.1	0	0	0	0	0.557	0.054	0	0.122	0.599
XP_005549994.1	MCM8	9541.XP_005549994.1	9541.XP_005568447.1	0	0	0	0	0.557	0.054	0	0.122	0.599
XP_005549994.1	POLA1	9541.XP_005549994.1	9541.XP_005593254.1	0	0	0	0	0.514	0.145	0	0.120	0.602
XP_005549994.1	KIF19	9541.XP_005549994.1	9541.XP_005584894.1	0	0	0	0	0.223	0.403	0	0.236	0.614
XP_005549994.1	LIG1	9541.XP_005549994.1	9541.XP_005589781.1	0	0	0	0	0.618	0	0	0	0.618
XP_005549994.1	POLA2	9541.XP_005549994.1	9541.XP_005577355.1	0	0	0	0	0.548	0	0	0.199	0.622
XP_005549994.1	MCM9	9541.XP_005549994.1	9541.XP_005551740.1	0	0	0	0	0.603	0.054	0	0.143	0.650
XP_005549994.1	FBXO5	9541.XP_005549994.1	9541.XP_005552222.1	0	0	0	0	0.665	0	0	0	0.665
XP_005549994.1	CHTF18	9541.XP_005549994.1	9541.XP_005590877.1	0	0	0	0	0.132	0.479	0	0.326	0.668
XP_005549994.1	NCAPG2	9541.XP_005549994.1	9541.XP_005551342.1	0	0	0	0	0.646	0	0	0.128	0.678
XP_005549994.1	MKI67	9541.XP_005549994.1	9541.XP_005566801.1	0	0	0	0	0.623	0	0	0.185	0.679
XP_005549994.1	PCNA	9541.XP_005549994.1	9541.XP_005568461.1	0	0	0	0	0.675	0	0	0.084	0.689
XP_005549994.1	KIF4B	9541.XP_005549994.1	9541.XP_005558430.1	0	0	0	0	0.571	0.201	0	0.178	0.693
XP_005549994.1	KIF4A	9541.XP_005549994.1	9541.XP_005593920.1	0	0	0	0	0.571	0.201	0	0.178	0.693
XP_005549994.1	NCAPH	9541.XP_005549994.1	9541.XP_005575043.1	0	0	0	0	0.651	0	0	0.198	0.708
XP_005549994.1	ESCO1	9541.XP_005549994.1	9541.XP_005587116.1	0	0	0	0	0.489	0.349	0	0.207	0.713
XP_005549994.1	CDK15	9541.XP_005549994.1	9541.XP_005573997.1	0	0	0	0	0.466	0.125	0.304	0.228	0.715
XP_005549994.1	CDK17	9541.XP_005549994.1	9541.XP_005571975.1	0	0	0	0	0.466	0.125	0.304	0.228	0.715
XP_005549994.1	CDK14	9541.XP_005549994.1	9541.XP_005550323.1	0	0	0	0	0.466	0.125	0.304	0.228	0.715
XP_005549994.1	ZWILCH	9541.XP_005549994.1	9541.XP_005559924.1	0	0	0	0	0.666	0	0	0.207	0.723
XP_005549994.1	XP_005559295.1	9541.XP_005549994.1	9541.XP_005559295.1	0	0	0	0	0.683	0	0	0.195	0.733
XP_005549994.1	MCM2	9541.XP_005549994.1	9541.XP_005571855.1	0	0	0	0	0.663	0.054	0	0.236	0.735
XP_005549994.1	CDC6	9541.XP_005549994.1	9541.XP_005584144.1	0	0	0	0	0.659	0.066	0	0.237	0.735
XP_005549994.1	MCM4	9541.XP_005549994.1	9541.XP_005563340.1	0	0	0	0	0.665	0.054	0	0.236	0.736
XP_005549994.1	MCM5	9541.XP_005549994.1	9541.XP_005567519.1	0	0	0	0	0.666	0.054	0	0.242	0.739
XP_005549994.1	MCM3	9541.XP_005549994.1	9541.XP_005552813.1	0	0	0	0	0.654	0.091	0	0.251	0.743
XP_005549994.1	KIF20A	9541.XP_005549994.1	9541.XP_005557943.1	0	0	0	0	0.657	0.201	0	0.147	0.745
XP_005549994.1	SMC2	9541.XP_005549994.1	9541.XP_005581210.1	0	0	0	0	0.666	0.092	0	0.236	0.748
XP_005549994.1	KIF18B	9541.XP_005549994.1	9541.XP_005584522.1	0	0	0	0	0.492	0.403	0	0.236	0.748
XP_005549994.1	PLK5	9541.XP_005549994.1	9541.XP_005588682.1	0	0	0	0	0.572	0.292	0	0.239	0.749
XP_005549994.1	CDC45	9541.XP_005549994.1	9541.XP_005568036.1	0	0	0	0	0.665	0.042	0	0.301	0.756
XP_005549994.1	MCM6	9541.XP_005549994.1	9541.XP_005573099.1	0	0	0	0	0.665	0.054	0	0.301	0.759
XP_005549994.1	TOP2A	9541.XP_005549994.1	9541.XP_005584155.1	0	0	0	0	0.674	0	0	0.310	0.765
XP_005549994.1	KIF23	9541.XP_005549994.1	9541.XP_005559975.1	0	0	0	0	0.669	0.201	0	0.184	0.765
XP_005549994.1	AURKC	9541.XP_005549994.1	9541.XP_005590555.1	0	0	0	0	0.650	0.092	0	0.332	0.769
XP_005549994.1	NCAPD2	9541.XP_005549994.1	9541.XP_005569965.1	0	0	0	0	0.674	0	0	0.332	0.772
XP_005549994.1	CDK2	9541.XP_005549994.1	9541.XP_005571205.1	0	0	0	0	0.606	0.125	0.304	0.228	0.789
XP_005549994.1	NCAPD3	9541.XP_005549994.1	9541.XP_005580259.1	0	0	0	0	0.659	0	0	0.411	0.790
XP_005549994.1	AURKA	9541.XP_005549994.1	9541.XP_005569450.1	0	0	0	0	0.675	0.116	0	0.332	0.791
XP_005549994.1	AURKB	9541.XP_005549994.1	9541.XP_005582896.1	0	0	0	0	0.684	0.116	0	0.332	0.797
XP_005549994.1	PRC1	9541.XP_005549994.1	9541.XP_005560582.1	0	0	0	0	0.669	0.045	0	0.414	0.798
XP_005549994.1	PLK4	9541.XP_005549994.1	9541.XP_005555946.1	0	0	0	0	0.662	0.292	0	0.237	0.801
XP_005549994.1	CCNB3	9541.XP_005549994.1	9541.XP_005593641.1	0	0	0	0	0.672	0.115	0.163	0.281	0.801
XP_005549994.1	NCAPG	9541.XP_005549994.1	9541.XP_005554603.1	0	0	0	0	0.692	0.116	0	0.333	0.802
XP_005549994.1	CCNB1	9541.XP_005549994.1	9541.XP_005558919.1	0	0	0	0	0.665	0.129	0.163	0.328	0.813
XP_005549994.1	XP_005595939.1	9541.XP_005549994.1	9541.XP_005595939.1	0	0	0	0	0.665	0.129	0.163	0.328	0.813
XP_005549994.1	ESCO2	9541.XP_005549994.1	9541.XP_005562980.1	0	0	0	0	0.674	0.349	0	0.207	0.817
XP_005549994.1	CENPE	9541.XP_005549994.1	9541.XP_005555637.1	0	0	0	0	0.676	0.296	0	0.336	0.835
XP_005549994.1	CCNB2	9541.XP_005549994.1	9541.XP_005559729.1	0	0	0	0	0.676	0.129	0.163	0.402	0.839
XP_005549994.1	PLK2	9541.XP_005549994.1	9541.XP_005557003.1	0	0	0	0	0.662	0.374	0	0.301	0.839
XP_005549994.1	CCNA1	9541.XP_005549994.1	9541.XP_005585703.1	0	0	0	0	0.649	0.086	0.483	0.195	0.848
XP_005549994.1	PLK1	9541.XP_005549994.1	9541.XP_005575426.1	0	0	0	0	0.688	0.374	0	0.301	0.851
XP_005549994.1	CDK1	9541.XP_005549994.1	9541.XP_005565839.1	0	0	0	0	0.669	0.125	0.440	0.301	0.871
XP_005549994.1	XP_005557913.1	9541.XP_005549994.1	9541.XP_005557913.1	0	0	0	0	0.669	0.125	0.440	0.301	0.871
XP_005549994.1	NDC80	9541.XP_005549994.1	9541.XP_005587142.1	0	0	0	0	0.683	0.357	0	0.433	0.874
XP_005549994.1	CCNA2	9541.XP_005549994.1	9541.XP_005555896.1	0	0	0	0	0.694	0.086	0.440	0.324	0.879
XP_005549994.1	KIF11	9541.XP_005549994.1	9541.XP_005566011.1	0	0	0	0	0.691	0.454	0	0.436	0.896
XP_005549994.1	TRIP13	9541.XP_005549994.1	9541.XP_005556595.1	0	0	0	0	0.669	0.793	0	0.146	0.936
XP_005549994.1	BUB1	9541.XP_005549994.1	9541.XP_005575307.1	0	0	0	0	0.671	0.670	0.432	0.479	0.963
XP_005549994.1	BUB1B	9541.XP_005549994.1	9541.XP_005559212.1	0	0	0	0	0.663	0.824	0.495	0.544	0.984
XP_005557913.1	NUF2	9541.XP_005557913.1	9541.XP_005539887.1	0	0	0	0	0.715	0	0	0.200	0.762
XP_005557913.1	ASPM	9541.XP_005557913.1	9541.XP_005540367.1	0	0	0	0	0.717	0.048	0	0.235	0.775
XP_005557913.1	PLK3	9541.XP_005557913.1	9541.XP_005543618.1	0	0	0	0.626	0.301	0.216	0.311	0.500	0.662
XP_005557913.1	CDC20	9541.XP_005557913.1	9541.XP_005543737.1	0	0	0	0	0.718	0.535	0.512	0.534	0.966
XP_005557913.1	TOP2B	9541.XP_005557913.1	9541.XP_005545688.1	0	0	0	0	0.666	0.057	0	0.291	0.757
XP_005557913.1	STAG1	9541.XP_005557913.1	9541.XP_005545895.1	0	0	0	0	0.062	0	0.570	0.168	0.635
XP_005557913.1	SMC4	9541.XP_005557913.1	9541.XP_005546302.1	0	0	0	0	0.679	0.403	0.573	0.336	0.938
XP_005557913.1	ECT2	9541.XP_005557913.1	9541.XP_005546456.1	0	0	0	0	0.708	0.114	0	0.399	0.830
XP_005557913.1	KIF15	9541.XP_005557913.1	9541.XP_005546914.1	0	0	0	0	0.675	0.152	0.080	0.382	0.822
XP_005557913.1	MCM7	9541.XP_005557913.1	9541.XP_005549212.1	0	0	0	0	0.703	0.161	0.382	0.332	0.883
XP_005557913.1	XP_005549994.1	9541.XP_005557913.1	9541.XP_005549994.1	0	0	0	0	0.669	0.125	0.440	0.301	0.871
XP_005557913.1	NCAPG2	9541.XP_005557913.1	9541.XP_005551342.1	0	0	0	0	0.658	0	0.573	0.102	0.857
XP_005557913.1	MCM9	9541.XP_005557913.1	9541.XP_005551740.1	0	0	0	0	0.167	0.161	0.374	0.235	0.620
XP_005557913.1	FBXO5	9541.XP_005557913.1	9541.XP_005552222.1	0	0	0	0	0.671	0.092	0.573	0.333	0.903
XP_005557913.1	MCM3	9541.XP_005557913.1	9541.XP_005552813.1	0	0	0	0	0.694	0.489	0.394	0.387	0.934
XP_005557913.1	HIST1H2BM	9541.XP_005557913.1	9541.XP_005554278.1	0	0	0	0	0.083	0.186	0.493	0.328	0.711
XP_005557913.1	NCAPG	9541.XP_005557913.1	9541.XP_005554603.1	0	0	0	0	0.718	0.092	0.488	0.286	0.893
XP_005557913.1	PDS5A	9541.XP_005557913.1	9541.XP_005554770.1	0	0	0	0	0.064	0	0.574	0.243	0.671
XP_005557913.1	CENPE	9541.XP_005557913.1	9541.XP_005555637.1	0	0	0	0	0.715	0.153	0.080	0.332	0.831
XP_005557913.1	MAD2L1	9541.XP_005557913.1	9541.XP_005555868.1	0	0	0	0	0.669	0.125	0.440	0.301	0.871
XP_005557913.1	CCNA2	9541.XP_005557913.1	9541.XP_005555896.1	0	0.009	0	0	0.717	0.802	0.910	0.654	0.998
XP_005557913.1	PLK4	9541.XP_005557913.1	9541.XP_005555946.1	0	0	0	0.688	0.672	0.203	0.297	0.400	0.823
XP_005557913.1	TRIP13	9541.XP_005557913.1	9541.XP_005556595.1	0	0	0	0	0.696	0.070	0	0.176	0.746
XP_005557913.1	PLK2	9541.XP_005557913.1	9541.XP_005557003.1	0	0	0	0.607	0.672	0.216	0.459	0.520	0.878
XP_005557913.1	RAD50	9541.XP_005557913.1	9541.XP_005557789.1	0	0	0	0	0.065	0.126	0.374	0.074	0.462
XP_005557913.1	SMC5	9541.XP_005557913.1	9541.XP_005581952.1	0	0	0	0	0.104	0.153	0.167	0.193	0.421
XP_005557913.1	REC8	9541.XP_005557913.1	9541.XP_005561003.1	0	0	0	0	0.064	0.062	0.306	0.179	0.432
XP_005557913.1	XP_005568621.1	9541.XP_005557913.1	9541.XP_005568621.1	0	0	0	0	0.064	0.070	0.374	0.235	0.527
XP_005557913.1	WRN	9541.XP_005557913.1	9541.XP_005563073.1	0	0	0	0	0.108	0.279	0.175	0.230	0.536
XP_005557913.1	AURKC	9541.XP_005557913.1	9541.XP_005590555.1	0	0	0.454	0.707	0.306	0.129	0.142	0.235	0.536
XP_005557913.1	POLD1	9541.XP_005557913.1	9541.XP_005590063.1	0	0	0	0	0.157	0.216	0.190	0.239	0.538
XP_005557913.1	SMC6	9541.XP_005557913.1	9541.XP_005576553.1	0	0	0	0	0.065	0.153	0.167	0.385	0.539
XP_005557913.1	MCMDC2	9541.XP_005557913.1	9541.XP_005563516.1	0	0	0	0	0.156	0.161	0.306	0.181	0.543
XP_005557913.1	PLK5	9541.XP_005557913.1	9541.XP_005588682.1	0	0	0	0.643	0.147	0.208	0.297	0.481	0.568
XP_005557913.1	MCM8	9541.XP_005557913.1	9541.XP_005568447.1	0	0	0	0	0.156	0.161	0.374	0.181	0.588
XP_005557913.1	NCAPH2	9541.XP_005557913.1	9541.XP_005566939.1	0	0	0	0	0.089	0	0.573	0.043	0.595
XP_005557913.1	SMC1B	9541.XP_005557913.1	9541.XP_005567069.1	0	0	0	0	0.066	0.153	0.491	0.191	0.630
XP_005557913.1	STAG2	9541.XP_005557913.1	9541.XP_005594569.1	0	0	0	0	0.062	0	0.568	0.168	0.633
XP_005557913.1	WAPL	9541.XP_005557913.1	9541.XP_005565313.1	0	0	0	0	0.065	0	0.573	0.237	0.668
XP_005557913.1	PDS5B	9541.XP_005557913.1	9541.XP_005585665.1	0	0	0	0	0.064	0	0.577	0.243	0.674
XP_005557913.1	ZWILCH	9541.XP_005557913.1	9541.XP_005559924.1	0	0	0	0	0.662	0	0	0.082	0.676
XP_005557913.1	SMC1A	9541.XP_005557913.1	9541.XP_005593702.1	0	0	0	0	0.066	0.153	0.572	0.191	0.689
XP_005557913.1	KIF18B	9541.XP_005557913.1	9541.XP_005584522.1	0	0	0	0	0.642	0.153	0.080	0.166	0.736
XP_005557913.1	LIG1	9541.XP_005557913.1	9541.XP_005589781.1	0	0	0	0	0.660	0.153	0	0.181	0.743
XP_005557913.1	ESCO1	9541.XP_005557913.1	9541.XP_005587116.1	0	0	0	0	0.646	0.214	0	0.178	0.751
